咪咕体育,#genre#
 07/19 18:50_超三联赛 北京争霸赛 小组赛Day2晚间场_超三联赛 北京争霸赛 小组赛Day2晚间场_王冠证,http://i.880824.xyz:35455/migu/956242419.m3u8?migutoken=ff8773f082729dc08f56408168a9d9cfaf9f04c38b5829a65102b3ce58869b57a33c1e248c3c8ef67a8064fa087875c3448b4d4461dbf8dcede4b89bf18288524587e28817bc74f740a04b00
 07/19 19:00_武汉eStarPro vs 上海RNG.M_武汉eStarPro vs 上海RNG.M_官方解说,http://i.880824.xyz:35455/migu/956443145.m3u8?migutoken=91595123bd94db78399c336c55ee89beb5f63ff19df53379ef21a9eb379346080cd63c39897920eef9124b76315f4c9d93500a2a9ac794af82264ab8e791595b79bd0c484a4701a4af53b236
 07/19 19:20_中甲联赛_石家庄功夫 vs 南通支云_解说,http://i.880824.xyz:35455/migu/956346572.m3u8?migutoken=16c3a7bc8f17d42a7956d635e9fceaa2e941e6af32446e7489f043831866d37275aaa85b56525be26b81f458668f4f91b56d7af02bd350516f19e6e32a04488f5b121e57d5ca61712ddc5890
 07/19 19:20_中乙联赛_广西蓝航vs深圳二零二八_解说,http://i.880824.xyz:35455/migu/956434512.m3u8?migutoken=9846941244ecf3f06d34112ada4a3d4ff779b03a60736ae2ad4709d2423ec6cb720bde90b4dec613f63fb84f136c64c47cffb4a5e55cb3cdaeaa7fe2d437f6da475b48cdaa1a18e9049b23f5
 07/19 19:20_中乙联赛_温州俱乐部中胤vs广西恒宸_解说,http://i.880824.xyz:35455/migu/956434524.m3u8?migutoken=6200e152afeb9b2cbaba3c440cdc4df37fceac00d8dc2043f97715a280ceb61c60c705c07f800818826c2919050598d2db3565ac7b913deed6505918c1c59e500099e44e4d054de424524a20
 07/19 19:20_中乙联赛_武汉三镇B队vs昆明城星_解说,http://i.880824.xyz:35455/migu/956434537.m3u8?migutoken=a93430d6b8881d7021ff5af26da1abdde9acf845f8c958f286a7311c5d21dded10dba8932d4fab155e01b5e753a7eace6edcb832399af9e1d15dd5e18621963de35177eb045d0defb0a0b187
 07/19 19:20_江苏城市足球联赛_泰州队vs宿迁队_解说,http://i.880824.xyz:35455/migu/955239807.m3u8?migutoken=bece44344752595f2e5c7c8be95090f24ac30b5e3959a7f9ac833f9e3764c6d2aba97fb1446b43c0aab11ce73b4053c990641f13ea8bfd0a29ac4d66b5ae8ff523867f3711aebf79d00fd503
 07/19 19:20_NBL_湖北文旅vs香港金牛_解说,http://i.880824.xyz:35455/migu/956172727.m3u8?migutoken=6a1a137fc566b651a8d6dba6ebd8eedd128317eb3ad228ac8669b4142c53b268938cad111f1d102b82f8f88145ecd0f12b597b60b598757ddd3f0460f40b2e2e5ca8a2c38198625ce076f197
 07/19 19:20_NBL_湖北文旅vs香港金牛_现场原声,http://i.880824.xyz:35455/migu/956172745.m3u8?migutoken=6b2b310847e0f6398ccd0a8552f5ec4bbb7709f5811830feb73edbb029340a32fd96155454252273aec453d3bc0cad2969a3f6d4ce128df538790da0ac2c3c9aecb40dc9071876d65a84d1a0
 07/19 19:20_NBL_江西鲸裕清酒vs合肥狂风峻茂_解说,http://i.880824.xyz:35455/migu/956172773.m3u8?migutoken=24ece6b05f0c23fdba38d1ab4d0a0b1163c61693db2b3b34793bace656eebfb7dffe313f4648f2e4e860483e1ac1e4aea671156581200364910f200304c36370526718b44219a57db9875f71
 07/19 19:20_NBL_江西鲸裕清酒vs合肥狂风峻茂_现场原声,http://i.880824.xyz:35455/migu/956172793.m3u8?migutoken=a0b050ec3928c44be780a08b91e8c7cff045eca6f242e647b53cb25ab2e4ceb0c5ac6edc331898de3a17307ced169cf4203fbd018bd55e5cded1ff870dacc8c5fc6587bca297dfa560a81e69
 07/19 18:30_女篮亚洲杯半决赛_中国vs日本_现场解说,http://i.880824.xyz:35455/migu/956350751.m3u8?migutoken=89db13d002445fbbb1d45aba78024924a1141f537821654d75ab65cbef11e5548bb8c1ba755063298de640a51ff0fe77cebdd0ad66fae7db5be07f0b81f057debba0c9b7afcb42460a680b65
 07/19 19:20_女篮亚洲杯半决赛_中国vs日本_现场原声,http://i.880824.xyz:35455/migu/956349912.m3u8?migutoken=abd0c5c3acd227885e2d3f9e58a393a127fc5b1b6bb57285e27bb41cdf26b56dc01afe1b4783a461666f6da2fde7c362caddcd1d18eace9d40de34737346573cb7b6801a7f544c020d66dbf0
 07/19 18:00_中超联赛_北京国安 vs 上海申花_袁甲 黄健翔,http://i.880824.xyz:35455/migu/956344206.m3u8?migutoken=7d728803a463f287d8345a95dd809dd8760a642d24afb2e58600c2b3c2f13e58ca7f183a087171e1607d916e9e3f215d67d590f3258469becf792892e4585f3be4c1a3937f6a83fae3c71e1b
 07/19 18:00_中超联赛_北京国安 vs 上海申花_刘腾 徐云龙 王伟,http://i.880824.xyz:35455/migu/956344171.m3u8?migutoken=1824e648cabec32f6685c917a47a9578a0b934967674e5133eb7d80ffd2e6d172f4a5a694927bbe0308725997f520312a421b467ea31cf84e3a78aed18a5d9e2bea5baa01d4c5cfb6380dd6e
 07/19 19:20_中超联赛_北京国安 vs 上海申花_4K赛场原声,http://i.880824.xyz:35455/migu/956343881.m3u8?migutoken=565a20b4650c0eb2ac47d115a328f878ef6a9f199ae72c7a5dd599bf030110596a5d5cfb73350d3c7faad556811b079c085ed8339a850f8358673541986bcc48f4b72aa373dacf217b3d7365
 07/19 19:20_中超联赛_北京国安 vs 上海申花_涂远,http://i.880824.xyz:35455/migu/956344130.m3u8?migutoken=10f120d9f13d992ef6cb81eb56ec1df3a3db7b3e04a20ebbc4a2e9e489569b99e36e21beb9decc9b0bfdd306a4f391f43f098d777106bfd685da964f8daac90f503bc2236da3517e3ed228ff
 07/19 19:20_中超联赛_深圳新鹏城 vs 青岛海牛_鹿中原 冯潇霆,http://i.880824.xyz:35455/migu/956344253.m3u8?migutoken=ed5cd13197a1c24637ac66673de47c25926b84af050a081eb74dbb3627dc4cdba6ac980034c55be6dd635b5ec221c5561e672508040bc5eeb732ce561520e5c9f000ecc4443d6e52bd7cafe9
 07/19 19:20_中超联赛_深圳新鹏城 vs 青岛海牛_赛场原声,http://i.880824.xyz:35455/migu/956344212.m3u8?migutoken=85d5c179c377bb5cc4af5ff67750648b375fe8d396b57ea337dd19ae58d338d9791b06d3eccf53353b17220bbcd59f9daeeb8794c755e12b596675ce0e50cf1588a700995c384a9e8466eba2
 07/19 19:25_江苏城市足球联赛_南通队vs盐城队_解说,http://i.880824.xyz:35455/migu/955239818.m3u8?migutoken=4b2b60576fd10916cee4b11c74dc3af8d079190bbbcc72eb2f5a42161b7af7c9bdd871053c9d6de4bb4458eb0c4fd3b76333b63a52042551917c1bb359cb004965ab74ab951f544319bfcc6d
 07/19 19:45_中超联赛_河南 vs 梅州客家_鲁靖明 于海,http://i.880824.xyz:35455/migu/956343745.m3u8?migutoken=1cc72dbf20ef2327df82112d78950ce75f57af3ba5bc58285ef7767ca81c9e1c35f2038ef296c3377ec5af7b5cb6e991ba1a8b8bb36333d3c43c418c74828d6f79a243a24a3248840a342b49
 07/19 19:45_中超联赛_河南 vs 梅州客家_赛场原声,http://i.880824.xyz:35455/migu/956343697.m3u8?migutoken=073ddb26cb8cbf73fdff48fcd96d2d97bda4ece7b2419448faacc28e05d8ac74d9feb887b7e6a1871b3802b8f3b94c6522b8423064a1d0facfda1a16cbc289b50cf7c5f11089222fcb6589e0
 07/19 20:00_布瓦松2-0雅斯特雷姆斯卡_布瓦松2-0雅斯特雷姆斯卡_清流,http://i.880824.xyz:35455/migu/956171580.m3u8?migutoken=850f1c3cf5ae8d4bcf88cc24f42da9de8a40201a1bd40737cffaaa5b0d3520642e7f12057c3bbaa27a9e17b7d7337a1fd1f94abc5414abf3f452ce932d2a6c5c1a6e536cb29c6584a36788fd
 07/19 20:00_布瓦松2-0雅斯特雷姆斯卡_布瓦松2-0雅斯特雷姆斯卡_英文原声,http://i.880824.xyz:35455/migu/956171640.m3u8?migutoken=c48bc15f466b11682ae23496a01a339042d77bf53fbb8714709dc7b0fe3e2f5e4a0a313826a4671d4c041d950f93da4384f2d28bb4576d4d2e089d25d840307a2698d19f1c8c52ae5ccb8000
 07/19 22:00_泰希曼获胜 贝古PK克里斯蒂安_泰希曼获胜 贝古PK克里斯蒂安_清流,http://i.880824.xyz:35455/migu/956171777.m3u8?migutoken=c86aed83173ff6d1aaabed5fa2eb3da70dfb5c9fbd47d7db02b54f2d7ffd100cdcb72e9cad169c75953a942db0793fdaa020590b62fef376f51de675dcbcec4df5a9408d0c1fb087fb54975d
 07/19 22:00_泰希曼获胜 贝古PK克里斯蒂安_泰希曼获胜 贝古PK克里斯蒂安_英文原声,http://i.880824.xyz:35455/migu/956171831.m3u8?migutoken=9e7cef33bc54ea778dfad39d1801da7f7d40fae29d27bbde4be4b8f860a42a150df2280f960cf93d955ec110430b1b9867635706187e62851f6fd0efd4e68835f811527318dc816d92c31e23
 07/20 03:25_NBA夏季联赛_奇才VS尼克斯_刘沛元,http://i.880824.xyz:35455/migu/956444902.m3u8?migutoken=834bc08491e558a1aa9baa3bd2728cc69f9631d46f4dfcd1165d2cc34f0ed3129ddeb6b870865382a193b9c91701a8b8add586aa79956e88f26379dfd3f029689eeee8f055a4b49b85bae35d
 07/20 03:25_NBA夏季联赛_奇才VS尼克斯_英文原声,http://i.880824.xyz:35455/migu/956444913.m3u8?migutoken=733e267f09d3f2b7a2b2afb6dd6ee37e015b51fbf869bc442b491331ff8da6b04e03d0de37fe04699d1f9db2db0e6deba0361321304877f0aae28e295f708fe86c95807d423cdd402b20d947
 07/20 03:55_NBA夏季联赛_国王VS猛龙_王冠证,http://i.880824.xyz:35455/migu/956444926.m3u8?migutoken=dc512fbc553785de986a39e756646001dd2a605a7a883c81cbd1451005d2668d99b7f4b2394f4940880b96e807107a864447243681804041979f1f512ffb9bbfd3cae1f785d95f25925408c4
 07/20 03:55_NBA夏季联赛_国王VS猛龙_英文原声,http://i.880824.xyz:35455/migu/956444935.m3u8?migutoken=d235beb4ddecae7b5a183bb1ff054788993be26a484da2a20dba84a777950e7fa5e98036c04cc8933d34847245b1d01ece42e8ed05b6e8ac9f1ff24a1cf262e481096e94e1551a62ddc85fbc
 07/20 05:25_NBA夏季联赛_火箭VS森林狼_邢晨,http://i.880824.xyz:35455/migu/956444952.m3u8?migutoken=77ab2fa43bc9cb9800d1f63111eca316839aa8a61e3e3b27643ef3e8e9f28d3c15a4879ecd7f09a92fcd633dc0e6db1ff479e8a00e59918b10883d1180e64e43c185f73f4d5281c8af3c4094
 07/20 05:25_NBA夏季联赛_火箭VS森林狼_英文原声,http://i.880824.xyz:35455/migu/956444963.m3u8?migutoken=36039baf362bac8ee9e25f715f71f049210dd950e79a909983352f65180ed14e11ab49c06226872fb9a70e9d52371b4b145a145697036f8a3380aedac8d5675fbe0fe56d29da1735b79e75ec
 07/20 05:50_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_王琰博 李景亮 郝俊,http://i.880824.xyz:35455/migu/956341892.m3u8?migutoken=dc11f685a4edeec10e7a88acda0c4166c30fbc3c79508ff9996017d9789cbf8f3690a866b1ba9e628a9a5a4b1ab75ce37a51bb378df3357736c9ee7b7538985c1c79b14d2a36c3d00b464149
 07/20 05:50_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_陈瑞阳 郑文祺,http://i.880824.xyz:35455/migu/956341784.m3u8?migutoken=01eddbc330da975c22b5828314efa57fda0ae4c2456b91e5e401bee73f85b63f0d7e14fe735bf48f334db29f2d05cc14ca9395172c489fb02c7bfcc28cc2c1d429847a6e6139429b4ca3e4ca
 07/20 05:50_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_UFC第318期：钻石的最后一舞！霍洛威VS普瓦里尔头号狠人头衔战_英文原声,http://i.880824.xyz:35455/migu/956341959.m3u8?migutoken=0d52ff4028e355e215fcb255125909d1bed68b56c2d5ed9485b8d4c4921ca4c6d3fa4c73b124c1d88ec491a1b6d16ed67ba1f43692a62eb401f48b4d29da11bf28586fb74ea3df321f12f23b
 07/20 05:55_NBA夏季联赛_黄蜂VS雷霆_张泽欣,http://i.880824.xyz:35455/migu/956444972.m3u8?migutoken=6d8a88415ba2f80beef6dfd52ed135d6dc1d3323b8acea3bc214b008998a1626339b2f78df8b13178d3ad93cc73b60afa3ec458836888331cb18ba6a44e81e0e6a98adfe7ac8f4f2f335b56d
 07/20 05:55_NBA夏季联赛_黄蜂VS雷霆_英文原声,http://i.880824.xyz:35455/migu/956444979.m3u8?migutoken=d23f026ecba3b97b98c4946fa2c378203de12071c77ab91f06c133d76a8df3c57e6f13f46cf7f2279c523b4d4cb4e85d57b2df8913020b2a37ac357e28fdf95a4fd311ef08085ad062a6dc0a
 07/20 07:20_2025初好刺梨六盘水马拉松_2025初好刺梨六盘水马拉松_清流播出,http://i.880824.xyz:35455/migu/956250356.m3u8?migutoken=00dedc74791b4ad975fd90bd84c18c83dabf6fcd0e3500b2bbb64814eb07e3012b2347c37666b72b02a7e25fd96a9810d5061517e7b4a831aa2935bf192b0bb5320d9ee567f6f862ee1dc5fa
 07/20 07:20_2025初好刺梨六盘水马拉松_2025初好刺梨六盘水马拉松_2025初好刺梨六盘水马拉松,http://i.880824.xyz:35455/migu/956250311.m3u8?migutoken=5c82aa5e2f5423a645aa0ac098f1aaa21f0ccc848978cff85468bbde5f9bedcc0e64a255ddbddff6f6919f59edc72499dfe283ba575f6598081506003a4da811fd7334a90a42c526d57d15ce
 07/20 07:20_2025初好刺梨六盘水马拉松_2025初好刺梨六盘水马拉松_2025六盘水马拉松星播团视角,http://i.880824.xyz:35455/migu/956250385.m3u8?migutoken=58f8a67373559ac97f5feac721045beb544e87154fda0fb9b0ca61140ee2da5fb3408ddc99b09d878c912f9408fbe3dad61b4667d92ffbe0525bb10036bd8c42e561a55eb5a0240f8f1b104b
 07/20 07:25_NBA夏季联赛_骑士VS勇士_徐秦威,http://i.880824.xyz:35455/migu/956444990.m3u8?migutoken=443b689b0d849735c60600fcf81375834e3655966cc2d6728d3bf3901524237704c5b75555eb0b9ab002ccdd8a18d6b3c7dd152accb2307a50c0dfee383f58986008e2b103b0d1866b837f26
 07/20 07:25_NBA夏季联赛_骑士VS勇士_英文原声,http://i.880824.xyz:35455/migu/956445106.m3u8?migutoken=29425e6d1df8b6a067e1e66f96cf2a6eb0c9414503b8c1292840a83c2d0c097075a53de6b71c3a8aa5eedf65c26e9cfd6b05b04712ece33cb70df7b8d5e274e317c651ccee6c6045524975a4
 07/20 07:55_NBA夏季联赛_活塞VS马刺_王晓晨,http://i.880824.xyz:35455/migu/956445049.m3u8?migutoken=77ef82eb5787652b70588c7073cfbdb5ed142fa93dc1862d15da2e18e0416128c1ec055225956092355eb277cf07681df1fd16ed0a122dc9f678835146e368b6d115befcb3cbf4d592673783
 07/20 07:55_NBA夏季联赛_活塞VS马刺_英文原声,http://i.880824.xyz:35455/migu/956445124.m3u8?migutoken=2bb63b04484dadadbf03129b4c7bbfd0e5152a731f669d3eb0b57410dfb7d6381ed74a39a3d1e2d97fe94dc122ccd6d9cf99cbbeb6cf24a00ed615bf413a006f5ea82708233896e78fdb196d
 07/20 09:25_NBA夏季联赛_开拓者VS太阳_连睿 孔德昕,http://i.880824.xyz:35455/migu/956445143.m3u8?migutoken=026fee589a4c78fbb432c5989e5ba19b62d5747902bfc43826d84b8bdbbc55d767a2a00bc31c0c546198d32ed7ab9b4356e8d9317acabe39729a8cb2748f094764bf09c8036552c983fa1f26
 07/20 09:25_NBA夏季联赛_开拓者VS太阳_英文原声,http://i.880824.xyz:35455/migu/956445155.m3u8?migutoken=2baf25907e16f1ed794ecdb5b417f582fa7b5baef802559293dff851b6d61762a18368af14cadbff3fd8af42b6edd8160bccc46be44c29276c4585ba7db3d1ccb5985a6b6a7c41282d376390
 07/20 11:50_跃界星途长三角国际青少年篮球邀请赛季军赛_跃界星途长三角国际青少年篮球邀请赛季军赛_解说,http://i.880824.xyz:35455/migu/956108138.m3u8?migutoken=3d5aa970a104fc2178cdf9680abeac52279a243bb08f2019ffd7c43ef50140e42bdb7d24dc893c4182a710c0ccfd6ae9aee1e544ec206f818212529c9ec7a8ecaf66d36a29db13fba98e5104
 07/20 12:50_3WL 靖江赛区第2站 Day2下午场_3WL 靖江赛区第2站 Day2下午场_清流播出,http://i.880824.xyz:35455/migu/956222618.m3u8?migutoken=a578e46304fb24c323e1d59b5ca9127bf935364b43085fea8e0ff0504713ed8cb6c00a2dd9cb7088a9a548ffb8044b1382eed1618cd4868e005bf09162d4dea79a4992089708b0347e8f7aad
 07/20 13:40_佛山DRG vs 杭州LGD.NBW_佛山DRG vs 杭州LGD.NBW_官方解说,http://i.880824.xyz:35455/migu/956444014.m3u8?migutoken=3cff087f2160426ac0f836a513a9ff62fdacb4b4f4cd88fd2e7312ad582ee0ee782d97fe8f044a65dee3a99d701bcc85107ade27a1ee5bd88c182c3c08c8a6564c450ebe9c85b0d343aa82b2
 07/20 13:50_超三联赛 北京争霸赛 四分之一决赛_超三联赛 北京争霸赛 四分之一决赛_李嘉伟,http://i.880824.xyz:35455/migu/956242429.m3u8?migutoken=9784730245abb45a99fd5fbecc396c400c6b77f38db48b8b33f50c16f3168e51d555b55c52f62ab1eab961b3f5dd62bccd02147c25278673ab9488ce398ac4e4fd54e6c84a4f39d4afcbb625
 07/20 14:50_跃界星途长三角国际青少年篮球邀请赛决赛_跃界星途长三角国际青少年篮球邀请赛决赛_解说,http://i.880824.xyz:35455/migu/956108156.m3u8?migutoken=1afeb25efb961c478cb150c19474fab1611e6ce1db85598d80cf6913fa7f01a9ce5bde198821ea0644202acdf04322e04c49c1d5e4ffec88158008aef3c602b7dc4227821bd379e105e9d256
 07/20 15:50_上海明日之星篮球争冠赛_上海久事大鲨鱼vs日本职业篮球球员联合队_解说,http://i.880824.xyz:35455/migu/956108179.m3u8?migutoken=dd8f7d6175932deeccfade2f241aa48d57fa623ffd966350e8010148474c25d197517e8c2f7042bc8c1602f5f4a76d9d379be7e448584354d10deb995469a7fe8597e7bd703557bddf20b78c
 07/20 16:20_中乙联赛_广州蒲公英德桦绿建vs泉州亚新_解说,http://i.880824.xyz:35455/migu/956434447.m3u8?migutoken=507bb7a9effbc7018cc5df400c5acb2366c4e801e7b948d842be2876e71c9b21d83097339d7550b9e78aae09cfd056124012b098f5eee01b45f940d36187e91f75cd10e1397d628aabf324c7
 07/20 17:00_EDG vs TT_EDG vs TT_官方解说,http://i.880824.xyz:35455/migu/956385252.m3u8?migutoken=862d91de1d05e58d86b1b6e6035b46d695590279e8ce649830b9362f5eaeada7f57d0199462b22e6dc24db52e399477f4825c85fc029ee5f4cf9ebf984e5ef5c65bdf7ecb15f2ec8f6e7c130
 07/20 16:50_中乙联赛_兰州陇原竞技vs山西崇德荣海_解说,http://i.880824.xyz:35455/migu/956434394.m3u8?migutoken=fa4d973f0ae361b4642c64a8c0e96a27827fda1f0730d7c3beeb42d4aafcfdd6adf036ba791527f44f95fe68d7e9a3643ca25b563c4af4b8fe48575b6f92e1950c4350083834c2dfe3e87e6f
 07/20 17:15_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_官方解说,http://i.880824.xyz:35455/migu/956246140.m3u8?migutoken=ab3d3faebef0ab98a7dd7158bfdba9e1f23809a54acaf31916e3186860e42975c09ea00ef24f580109bf4d13c6a796dd19d5eb69a489d0cb4bd3f2c7eb993e7201ce59a3d1f7f85a59a48eaa
 07/20 17:15_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_清流,http://i.880824.xyz:35455/migu/956246183.m3u8?migutoken=a0f81ce2dd48c8cfd50738a0fb8f64a40e1c43b42c53d9e469dc1a80516f7622d8f5f35ac0149dd648b629135f6598be40ee13a43d3ebc98db639d1b56903a767e2c5c4dcf49cd448a667f15
 07/20 17:50_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_明星视角1,http://i.880824.xyz:35455/migu/956246208.m3u8?migutoken=849a564f60afea76ff866e215dc8ddefeb0f2ff9576f2c863de4606ddd431bcd780e7da27da4c94b942be6c28b15e9f5e79e6e6ea202cd10c322123b5fcda4ed50fb2fda2f7235e4ca27e501
 07/20 17:50_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_明星视角2,http://i.880824.xyz:35455/migu/956246223.m3u8?migutoken=bd4dc8ec74ce4f2f3c8f0168c5174cbfb90925172f4278c9031745ae120587e9d1fbb0859872461cd149e8c5613bfa837eaa67b1ca44105d1242356aee60df6ff3b1e4f597311e1f9782b4ce
 07/20 17:50_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_明星视角3,http://i.880824.xyz:35455/migu/956246254.m3u8?migutoken=f635eae54c3d5393715198d5c06d1e6425c70000c3a89809fb4573eed5aae813f62fb2e400d6a96e42324f98b0ebdc8c5c3ac5fdcb1f79fd5c2015d177e25103b0751d330553938bab3ea682
 07/20 17:50_2025PEL夏季赛 第三周 第四天_2025PEL夏季赛 第三周 第四天_地图流,http://i.880824.xyz:35455/migu/956246292.m3u8?migutoken=3e51669b9981eb3451e0b1a3e2db0e8c0fffc8d8095aebd519795b614a602785d2426c782b7fc623b29b494a0f4d79ddab9e8ff64de36c17023773bb4d677162ca9d82601259b6421509e4d5
 07/20 18:50_中乙联赛_北京理工vs湖北青年星_解说,http://i.880824.xyz:35455/migu/956434485.m3u8?migutoken=2264cb6fa4671069a3d64fff72abb1a6ccc037631868d3506d0ed78b0a3284f15b62e376fa04c47e3cf82a97c7c3673cf45c44351ad134c5a052370bb5325ffd493b28df5a25d74aee3c133f
 07/20 18:50_江苏城市足球联赛_常州队vs徐州队_解说,http://i.880824.xyz:35455/migu/955239041.m3u8?migutoken=463ae0dd13915fb3c9dda0c8c67722abb12087c0b66259b3fb904a79825d2ba75a051a6ff200bd17bb347f9c97e941c022b4ad4ef0444f2a7b09adf14b1d2075f848f51aaf82684895cfc555
 07/20 18:50_江苏城市足球联赛_苏州队vs镇江队_解说,http://i.880824.xyz:35455/migu/955238949.m3u8?migutoken=6815abe28d4c9bb059ba9dda7dfc7e2bf6ea2751230af714b9ffa82e049b9830df9b39a00f52952ab3a64fca806a137650f034f1347923222389b12216ba4ee0530c728383636d0fb5720e4b
 07/20 19:00_WBG vs TES_WBG vs TES_官方解说,http://i.880824.xyz:35455/migu/956385553.m3u8?migutoken=ac3cadae7d4f900ddd26a2213e86f29d98b2ed27a0276836f9bf36024f668fe6e4415ed3fc094f3bf203d650586e0e0be3ce3830a54567413da0581ac2eea8104eeab40be2608ef16812a3ed
 07/20 18:50_3WL 靖江赛区第2站 Day2晚间场_3WL 靖江赛区第2站 Day2晚间场_清流播出,http://i.880824.xyz:35455/migu/956222643.m3u8?migutoken=62c55a328b3523b87bf57dd03ed09ecc73e9099178afc30eeb95c5d29dd5059577842866d3f39cc606a2e6e674c5c9e263e26565c1f0858de0af275c92186f91e70a8b7d1161c915309bf96c
 07/20 18:50_超三联赛 北京争霸赛 半决赛及决赛_超三联赛 北京争霸赛 半决赛及决赛_字诚,http://i.880824.xyz:35455/migu/956242440.m3u8?migutoken=e6e526e6d180bb4f1873530802961ac0334b537207f176d2949f80d6ba2eee19f4d3b938127cd9221a27e28b18a79ba81ff846e70f777e4b417da3e5f05a9b31d29efd1add85f99af76aaba9
 07/20 19:00_常山UUG vs 北京WB_常山UUG vs 北京WB_官方解说,http://i.880824.xyz:35455/migu/956444031.m3u8?migutoken=6153d7aef035d09ed30e0dfd197a6fce215edb0d06f66b94d2f9514f993c1ad3a54ff1f3ba1091a370837e953f7441f5873ba046471bddff5e3c772ec25a4ee3c2da256165986ee48831ebc1
 07/20 19:20_中甲联赛_深圳青年人 vs 上海嘉定汇龙_解说,http://i.880824.xyz:35455/migu/956346639.m3u8?migutoken=95a9f1ab02501aa815384c6fa7f70c40fa3520af78bf235bc2f6c1bcafb605a8430011bcd1a650e2419d4ed68f2038ae16049d9e2991727d1563bfe0ec06d2665a79bb02522f35a7f27275ff
